annotation_id,source_group,pool_used,domain,grant_domain,arxiv_domain,domain_pair,year_segment,similarity_band,grant_year,grant_id,arxiv_id,similarity,delta_t_days,temporal_ok,topic_ok,review_notes,grant_posted_date,arxiv_submitted_date,grant_title,grant_description,arxiv_title,arxiv_abstract,negative_combo
GS_058,raw,raw,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,mid,2024,355328,2209.05457,0.166373,682,1,,,2024-07-11,2022-08-29,Borno WAS Activity,"The purpose of the Activity is to increase safe, sustainable, climate resilient and inclusive Water, Sanitation and Hygiene (WASH) Services in communities, schools, and healthcare centers. Approach. An integrated and participatory approach is envisioned to engage with the key stakeholders, especiall",Reliable and Resilient AI and IoT-based Personalised Healthcare Services: A Survey,"Recent technological and economic developments have transformed the healthcare sector towards more personalized and IoT-based healthcare services. These services are realized through control and monitoring applications that are typically developed using artificial intelligence/machine learning-based algorithms, which play a significant role in highlighting the efficiency of traditional healthcare systems. Current personalized healthcare services are dedicated to a specific environment to support technological personalization. However, they are unable to consider different interrelated health conditions, leading to inappropriate diagnoses and affecting sustainability and the long-term health of patients. To this end, current Healthcare 5.0 technology has evolved that supersede previous healthcare technologies. The goal of healthcare 5.0 is to achieve an autonomous healthcare service, that takes into account the interdependent effect of different health conditions of a patient. This paper conducts a comprehensive survey on personalized healthcare services. In particular, we first present an overview of key requirements of comprehensive personalized healthcare services in modern healthcare Internet of Things (HIoT), including the definition of personalization and an example use case scenario as a representative for modern HIoT. Second, we explored a fundamental three-layer architecture for IoT-based healthcare systems using AI and non-AI-based approaches, considering key requirements for CPHS followed by their strengths and weaknesses in the frame of personalized healthcare services. Third, we highlighted different security threats against each layer of IoT architecture along with the possible AI and non-AI-based solutions. Finally, we propose a methodology to develop reliable, resilient, and personalized healthcare services that address the identified weaknesses of existing approaches.",
GS_059,raw,raw,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,low,2020,324524,1108.3289,0.145092,3104,1,,,2020-02-14,2011-08-16,ROSES 2020: Solar System Workings,"Please note that this program requests Notices of Intent, which are due via NSPIRES by November 13, 2020. See the full posting on NSPIRES for details. The National Aeronautics and Space Administration (NASA) Science Mission Directorate (SMD) released its annual omnibus Research Announcement (NRA), R","Planetary Science by the NLSI LUNAR Team: The Lunar Core, Ionized Atmosphere, & Nanodust Weathering","The Lunar University Network for Astrophysics Research (LUNAR) undertakes investigations across the full spectrum of science within the mission of the NASA Lunar Science Institute (NLSI), namely science of, on, and from the Moon. The LUNAR team's work on science of and on the Moon, which is the subject of this white paper, is conducted in the broader context of ascertaining the content, origin, and evolution of the solar system.",
GS_060,raw,raw,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,low,2024,356214,2210.04954,0.100257,686,1,,,2024-08-26,2022-10-10,F24AS00427 FY25 Experienced Services Program,"Three eligible nonprofit organizations for a total of five years to assist the agency in establishing and conducting an Experienced Services Program. Under this program, the USFWS will enter into cooperative agreements with private nonprofit organizations designated by the Secretary of Labor as elig",Using Immersive Virtual Reality to Enhance Social Interaction among Older Adults: A Multi-site Study,"Research examining older adults interactions with Virtual Reality (VR) and the impact of social VR experiences on outcomes such as social engagement has been limited, especially among older adults. This multi-site pilot study evaluated the feasibility and acceptability of a novel social virtual reality (VR) program that paired older adults from different geographic locations (New York City, Tallahassee, and Ithaca, N.Y) who engaged in virtual travel and productive engagement activities together. The sample included 36 individuals aged 60 and older, 25 percent of whom had cognitive impairment (CI). Older adults with and without CI reported high levels of engagement in the VR environment and perceived the social VR program to be enjoyable and usable. Perceived Spatial Presence was a central driver of the positive outcomes. Most also indicated a willingness to reconnect with their VR partner in the future. The data also identified important areas for improvement in the program, such as the use of more realistic and responsive avatars, controllers with larger controls, and more time for training. Overall, these findings suggest that VR social applications may foster social engagement among older adults.",
GS_061,tw36,tw36,biomed,biomed,biomed,biomed,early_2008_2012,high,2012,178173,1205.5024,0.30829,28,1,,,2012-06-19,2012-05-22,Identifying Non-coding RNA Targets for Early Detection of Cancer (R01),"This Funding Opportunity Announcement (FOA), issued by the National Cancer Institute (NCI), encourages research projects on non-coding RNAs (ncRNAs) and their targets in preneoplastic lesions and early stage cancers. This FOA also encourages research projects to assess the usefulness of stable micro",Analytical Study of Hexapod miRNAs using Phylogenetic Methods,"MicroRNAs (miRNAs) are a class of non-coding RNAs that regulate gene expression. Identification of total number of miRNAs even in completely sequenced organisms is still an open problem. However, researchers have been using techniques that can predict limited number of miRNA in an organism. In this paper, we have used homology based approach for comparative analysis of miRNA of hexapoda group .We have used Apis mellifera, Bombyx mori, Anopholes gambiae and Drosophila melanogaster miRNA datasets from miRBase repository. We have done pair wise as well as multiple alignments for the available miRNAs in the repository to identify and analyse conserved regions among related species. Unfortunately, to the best of our knowledge, miRNA related literature does not provide in depth analysis of hexapods. We have made an attempt to derive the commonality among the miRNAs and to identify the conserved regions which are still not available in miRNA repositories. The results are good approximation with a small number of mismatches. However, they are encouraging and may facilitate miRNA biogenesis for",
GS_062,tw36,tw36,biomed,biomed,biomed,biomed,early_2008_2012,mid,2011,135533,0905.0994,0.128434,958,1,,,2011-12-21,2009-05-07,Human Health and Heredity in Africa (H3Africa): Research Grants (U01),"This NIH Funding Opportunity Announcement (FOA), supported by funds from the NIH Common Fund (Common Fund) and participating NIH Institute(s) and Center(s), invites applications from foreign Institutions in African countries who wish to develop the study of genomic/genetic/environmental contributors",A novel approach to simulate gene-environment interactions in complex diseases,"Complex diseases are multifactorial traits caused by both genetic and environmental factors. They represent the most part of human diseases and include those with largest prevalence and mortality (cancer, heart disease, obesity, etc.). Despite of a large amount of information that have been collected about both genetic and environmental risk factors, there are relatively few examples of studies on their interactions in epidemiological literature. One reason can be the incomplete knowledge of the power of statistical methods designed to search for risk factors and their interactions in this data sets. An improving in this direction would lead to a better understanding and description of gene-environment interaction. To this aim, a possible strategy is to challenge the different statistical methods against data sets where the underlying phenomenon is completely known and fully controllable, like for example simulated ones. We present a mathematical approach that models gene-environment interactions. By this method it is possible to generate simulated populations having gene-environment interactions of any form. We implemented a simple version of this model in a Gene-Environment iNteraction Simulator (GENS), a tool designed to simulate case-control data sets where a one gene-one environment interaction influences the disease risk. The main effort has been to allow user to describe characteristics of population by using standard epidemiological measures and to implement constraints to make the simulator behavior biologically meaningful.",
GS_063,tw36,tw36,biomed,biomed,biomed,biomed,early_2008_2012,low,2011,106793,0908.1351,0.100031,709,1,,,2011-07-20,2009-08-10,Social and Behavioral Research on the Elderly in Disasters (R03),This FOA issued by the National Institute on Aging encourages Small Research Grant (R03) applications from institutions or organizations that propose to conduct research in the behavioral and social sciences on the consequences of natural and man-made disasters for the health and well-being of the e,Switching and growth for microbial populations in catastrophic responsive environments,"Phase variation, or stochastic switching between alternative states of gene expression, is common among microbes, and may be important in coping with changing environments. We use a theoretical model to assess whether such switching is a good strategy for growth in environments with occasional catastrophic events. We find that switching can be advantageous, but only when the environment is responsive to the microbial population. In our model, microbes switch randomly between two phenotypic states, with different growth rates. The environment undergoes sudden ""catastrophes"", the probability of which depends on the composition of the population. We derive a simple analytical result for the population growth rate. For a responsive environment, two alternative strategies emerge. In the ""no switching"" strategy, the population maximises its instantaneous growth rate, regardless of catastrophes. In the ""switching"" strategy, the microbial switching rate is tuned to minimise the environmental response. Which of these strategies is most favourable depends on the parameters of the model. Previous studies have shown that microbial switching can be favourable when the environment changes in an unresponsive fashion between several states. Here, we demonstrate an alternative role for phase variation in allowing microbes to maximise their growth in catastrophic responsive environments.",
GS_064,tw36,tw36,biomed,biomed,biomed,biomed,mid_2013_2018,high,2015,275102,1501.05555,0.402872,49,1,,,2015-03-12,2015-01-22,Rapid Response to Ebola Viral Disease in West Africa through Strengthening of Surveillance Systems and Disruption of Chain of Transmission Interventions,"Since the onset of EVD outbreak in West Africa, there have been over 23,000 reported confirmed, probably, and suspected cases of EVD in Guinea, Liberia and Sierra Leone, with over 9000 reported deaths. In Liberia alone, there has been an estimated 9007 total cases resulting in 3900 deaths (WHO, Febr",Forecasting and Uncertainty in Modeling the 2014-2015 Ebola Epidemic in West Africa,"The Ebola epidemic in West Africa is the largest ever recorded, with over 27,000 cases and 11,000 deaths as of June 2015. The public health response was challenged by difficulties with disease surveillance, which impacted subsequent analysis and decision-making regarding optimal interventions. We developed a stage-structured model of Ebola virus disease (EVD). A key feature of the model is that it includes a generalized correction term accounting for factors such as the fraction of cases reported and fraction of the population at risk (e.g. due to contact patterns, interventions, spatiotemporal spread, pre-existing immunity, asymptomatic cases, etc.). We generated a range of short-term forecasts for Guinea, Liberia, and Sierra Leone, which we then validated using subsequent data. We also used the model to examine the uncertainty in the relative contributions to transmission by the different stages of infection (early, late, and funeral). We found that a wide range of forecasted trajectories fit approximately equally well to the early data. However, by including the correction factor term the best-fit models correctly forecasted EVD activity for all three countries, both individually and for all countries combined. In particular, the model correctly forecasted the slow-down in Liberia, as well as the continued exponential growth in Sierra Leone through November 2014. Parameter unidentifiability issues hindered estimation of the relative contributions of each stage of transmission from incidence and deaths data alone, which poses a challenge in determining optimal intervention strategies, and underscores the need for additional data collection. Even with these limited data, however, it is still possible to accurately capture and predict the epidemic dynamics by using a simplified correction term that approximately accounts for the complex underlying factors driving disease spread.",
GS_065,tw36,tw36,biomed,biomed,biomed,biomed,mid_2013_2018,mid,2018,309724,1604.00572,0.135849,930,1,,,2018-10-19,2016-04-02,2019 Pacific Northwest Bay-Watershed Education and Training,"NOAA’s Office of National Marine Sanctuaries (Olympic Coast National Marine Sanctuary office) is seeking proposals under the Pacific Northwest B-WET Program (http://olympiccoast.noaa.gov/ocean_literacy/bwet.html). The Pacific Northwest B-WET Program is a competitive, environmental education, grants ",Spatio-temporal Modelling of Temperature Fields in the Pacific Northwest,"The importance of modelling temperature fields goes beyond the need to understand a region's climate and serves too as a starting point for understanding their socioeconomic, and health consequences. The topography of the study region contributes much to the complexity of modelling these fields and demands flexible spatio-temporal models that are able to handle nonstationarity and changes in trend. In this paper, we develop a flexible stochastic spatio-temporal model for daily temperatures in the Pacific Northwest, and describe a methodology for performing Bayesian spatial prediction. A novel aspect of this model, an extension of the spatio-temporal model proposed in Le and Zidek (1992), is its incorporation of site-specific features of a spatio-temporal field in its spatio-temporal mean. Due to the often surprising Pacific Northwestern weather, the analysis reported in the paper shows the need to incorporate spatio-temporal interactions in that mean in order to understand the rapid changes in temperature observed in nearby locations and to get approximately stationary residuals for higher level analysis. No structure is assumed for the spatial covariance matrix of these residuals, thus allowing the model to capture any nonstationary spatial structures remaining in those residuals.",
GS_066,tw36,tw36,biomed,biomed,biomed,biomed,mid_2013_2018,low,2013,214633,1111.5419,0.10001,413,1,,,2013-01-09,2011-11-23,Life Course Research Network,The Maternal and Child Health Bureau will award a cooperative agreement to support a LCRN focused on improving the understanding of the socio-environmental determinants of health experienced at different life course stages for the maternal and child health (MCH) population through engagement of rese,Incorporating biological information into linear models: A Bayesian approach to the selection of pathways and genes,"The vast amount of biological knowledge accumulated over the years has allowed researchers to identify various biochemical interactions and define different families of pathways. There is an increased interest in identifying pathways and pathway elements involved in particular biological processes. Drug discovery efforts, for example, are focused on identifying biomarkers as well as pathways related to a disease. We propose a Bayesian model that addresses this question by incorporating information on pathways and gene networks in the analysis of DNA microarray data. Such information is used to define pathway summaries, specify prior distributions, and structure the MCMC moves to fit the model. We illustrate the method with an application to gene expression data with censored survival outcomes. In addition to identifying markers that would have been missed otherwise and improving prediction accuracy, the integration of existing biological knowledge into the analysis provides a better understanding of underlying molecular processes.",
GS_067,tw36,tw36,biomed,biomed,biomed,biomed,recent_2019_2024,high,2020,326652,2004.14114,0.39057,1,1,,,2020-04-30,2020-04-29,Emergency Awards: Rapid Investigation of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) and Coronavirus Disease 2019 (COVID-19) (R01 Clinical Trial Not Allowed),The purpose of this Funding Opportunity Announcement (FOA) is to provide an expedited (rapid) funding mechanism for research on Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) and Coronavirus Disease 2019 (COVID-19).,"Decoding SARS-CoV-2 transmission, evolution and ramification on COVID-19 diagnosis, vaccine, and medicine","Tremendous effort has been given to the development of diagnostic tests, preventive vaccines, and therapeutic medicines for coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Much of this development has been based on the reference genome collected on January 5, 2020. Based on the genotyping of 6156 genome samples collected up to April 24, 2020, we report that SARS-CoV-2 has had 4459 alarmingly mutations which can be clustered into five subtypes. We introduce mutation ratio and mutation $h$-index to characterize the protein conservativeness and unveil that SARS-CoV-2 envelope protein, main protease, and endoribonuclease protein are relatively conservative, while SARS-CoV-2 nucleocapsid protein, spike protein, and papain-like protease are relatively non-conservative. In particular, the nucleocapsid protein has more than half its genes changed in the past few months, signaling devastating impacts on the ongoing development of COVID-19 diagnosis, vaccines, and drugs.",
GS_068,tw36,tw36,biomed,biomed,biomed,biomed,recent_2019_2024,high,2023,350685,2304.01524,0.173103,204,1,,,2023-10-25,2023-04-04,FY2024 NMFS-Sea Grant Fellowship in Population and Ecosystem Dynamics and Marine Resource Economics,"The National Sea Grant College Program was enacted by the U.S. Congress in 1966 (amended in 2020, Public Law 116-221) to support leveraged federal and state partnerships that harness the intellectual capacity of the nation’s universities and research institutions to solve problems and generate oppor",FisHook -- An Optimized Approach to Marine Specie Classification using MobileNetV2,"Marine ecosystems are vital for the planet's health, but human activities such as climate change, pollution, and overfishing pose a constant threat to marine species. Accurate classification and monitoring of these species can aid in understanding their distribution, population dynamics, and the impact of human activities on them. However, classifying marine species can be challenging due to their vast diversity and the complex underwater environment. With advancements in computer performance and GPU-based computing, deep-learning algorithms can now efficiently classify marine species, making it easier to monitor and manage marine ecosystems. In this paper, we propose an optimization to the MobileNetV2 model to achieve a 99.83% average validation accuracy by highlighting specific guidelines for creating a dataset and augmenting marine species images. This transfer learning algorithm can be deployed successfully on a mobile application for on-site classification at fisheries.",
GS_069,tw36,tw36,biomed,biomed,biomed,biomed,recent_2019_2024,mid,2022,344024,2112.10988,0.141467,295,1,,,2022-10-12,2021-12-21,Tribal Nations: National Animal Disease Preparedness and Response Program (NADPRP) 2022 Cooperative Agreements,"The U.S. Department of Agriculture (USDA), Animal and Plant Health Inspection Service (APHIS), Veterinary Services (VS) is announcing the availability of up to $500,000 in funds in the National Animal Disease Preparedness and Response Program (NADPRP) to support Tribal projects in the topic areas li",Mapping industrial poultry operations at scale with deep learning and aerial imagery,"Concentrated Animal Feeding Operations (CAFOs) pose serious risks to air, water, and public health, but have proven to be challenging to regulate. The U.S. Government Accountability Office notes that a basic challenge is the lack of comprehensive location information on CAFOs. We use the USDA's National Agricultural Imagery Program (NAIP) 1m/pixel aerial imagery to detect poultry CAFOs across the continental United States. We train convolutional neural network (CNN) models to identify individual poultry barns and apply the best performing model to over 42 TB of imagery to create the first national, open-source dataset of poultry CAFOs. We validate the model predictions against held-out validation set on poultry CAFO facility locations from 10 hand-labeled counties in California and demonstrate that this approach has significant potential to fill gaps in environmental monitoring.",
GS_070,tw36,tw36,biomed,biomed,biomed,biomed,recent_2019_2024,low,2020,326641,2003.10218,0.100054,37,1,,,2020-04-29,2020-03-23,"Enhancing Global Health Security and Supporting Vietnam in Achieving Compliance with International Health Regulations, 2020-2024","The U.S. Centers for Disease Control and Prevention (CDC) has partnered with the Government of Vietnam (GVN) since 1998 to improve and protect the health of the Vietnamese people. As part of its public health strategy, GVN is working aggressively toward compliance with the International Health Regul",Modelling transmission and control of the COVID-19 pandemic in Australia,"There is a continuing debate on relative benefits of various mitigation and suppression strategies aimed to control the spread of COVID-19. Here we report the results of agent-based modelling using a fine-grained computational simulation of the ongoing COVID-19 pandemic in Australia. This model is calibrated to match key characteristics of COVID-19 transmission. An important calibration outcome is the age-dependent fraction of symptomatic cases, with this fraction for children found to be one-fifth of such fraction for adults. We apply the model to compare several intervention strategies, including restrictions on international air travel, case isolation, home quarantine, social distancing with varying levels of compliance, and school closures. School closures are not found to bring decisive benefits, unless coupled with high level of social distancing compliance. We report several trade-offs, and an important transition across the levels of social distancing compliance, in the range between 70% and 80% levels, with compliance at the 90% level found to control the disease within 13--14 weeks, when coupled with effective case isolation and international travel restrictions.",
GS_071,tw36,tw36,cs,cs,cs,cs,early_2008_2012,high,2009,46230,0902.3541,0.252986,31,1,,,2009-03-23,2009-02-20,Dynamical Systems,"The DS program supports research on the theory, analysis, modeling, simulation, design, and application of dynamical systems. Examples of application areas include acoustics and vibration analysis, and noise and vibration control technologies.??Of interest are multi-scale, multi-physics, and large-s","System approach to synthesis, modeling and control of complex dynamical systems","We consider the basic features of complex dynamical and control systems. Special attention is paid to the problems of synthesis of dynamical models of complex systems, construction of efficient control models, and to the development of simulation techniques. We propose an approach to the synthesis of dynamic models of complex systems that integrates expert knowledge with the process of modeling. A set-theoretic model of complex system is defined and briefly analyzed. A mathematical model of complex dynamical system with control, based on aggregate description, is also proposed. The structure of the model is described, and architecture of computer simulation system is presented, requirements to and components of computer simulation systems are analyzed.",
GS_072,tw36,tw36,cs,cs,cs,cs,early_2008_2012,mid,2010,54893,0910.3511,0.132905,225,1,,,2010-06-01,2009-10-19,"Clean-slate design of Resilient, Adaptive, Secure Hosts (CRASH)",The Defense Advanced Research Projects Agency is soliciting proposals for innovative research into the design of new computer systems that: •Are highly resistant to cyber-attack; •Can adapt after a successful attack in order to continue rendering useful services; •Learn from previous attacks how to ,Stealth-MITM DoS Attacks on Secure Channels,"We define stealth Man-in-the-Middle adversaries, and analyse their ability to launch denial and degradation of service (DoS) attacks on secure channels. We show realistic attacks, disrupting TCP communication over secure VPNs using IPsec. We present: First amplifying DoS attack on IPsec, when deployed without anti-replay window. First amplifying attack on IPsec, when deployed with a `small' anti-replay window, and analysis of `sufficient' window size. First amplifying attack on IPsec, when deployed with `sufficient' window size. This attack (as the previous) is realistic: attacker needs only to duplicate and speed-up few packets. We also suggest a solution designed to prevent the presented attacks, and to provide secure channel immune to degradation and other DoS attacks. Our solution involves changes (only) to the two gateway machines running IPsec. In addition to their practical importance, our results also raise the challenge of formally defining secure channels immune to DoS and degradation attacks, and providing provably-secure implementations.",
GS_073,tw36,tw36,cs,cs,cs,cs,early_2008_2012,low,2008,43300,cs/0602056,0.100034,994,1,,,2008-11-05,2006-02-15,Fiscal Year 2009 Regional Catastrophic Preparedness Grant Program (RCPGP),"The purpose of the Regional Catastrophic Preparedness Grant Program (RCPGP) is to enhance catastrophic incident preparedness in selected high-risk, high-consequence urban areas. RCPGP is intended to support coordination of regional all-hazard planning for catastrophic events, including the developme",Building Scenarios for Environmental Management and Planning: An IT-Based Approach,"Oftentimes, the need to build multidiscipline knowledge bases, oriented to policy scenarios, entails the involvement of stakeholders in manifold domains, with a juxtaposition of different languages whose semantics can hardly allow inter-domain transfers. A useful support for planning is the building up of durable IT based interactive platforms, where it is possible to modify initial positions toward a semantic convergence. The present paper shows an area-based application of these tools, for the integrated distance-management of different forms of knowledge expressed by selected stakeholders about environmental planning issues, in order to build alternative development scenarios. Keywords: Environmental planning, Scenario building, Multi-source knowledge, IT-based",
GS_074,tw36,tw36,cs,cs,cs,cs,mid_2013_2018,high,2017,298550,1603.04046,0.30875,605,1,,,2017-11-08,2016-03-13,Real-time 3D camera system using Extended Depth from Defocus and Microfluidic Lens,NSWC Crane is interested in funding research where computer vision techniques are used to miniaturize 3D imaging by using depth inference from defocus and fusing the data with other image depth cues.,Image and Depth from a Single Defocused Image Using Coded Aperture Photography,"Depth from defocus and defocus deblurring from a single image are two challenging problems that are derived from the finite depth of field in conventional cameras. Coded aperture imaging is one of the techniques that is used for improving the results of these two problems. Up to now, different methods have been proposed for improving the results of either defocus deblurring or depth estimation. In this paper, a multi-objective function is proposed for evaluating and designing aperture patterns with the aim of improving the results of both depth from defocus and defocus deblurring. Pattern evaluation is performed by considering the scene illumination condition and camera system specification. Based on the proposed criteria, a single asymmetric pattern is designed that is used for restoring a sharp image and a depth map from a single input. Since the designed pattern is asymmetric, defocus objects on the two sides of the focal plane can be distinguished. Depth estimation is performed by using a new algorithm, which is based on image quality assessment criteria and can distinguish between blurred objects lying in front or behind the focal plane. Extensive simulations as well as experiments on a variety of real scenes are conducted to compare our aperture with previously proposed ones.",
GS_075,tw36,tw36,cs,cs,cs,cs,mid_2013_2018,mid,2015,277850,1401.4307,0.140737,544,1,,,2015-07-15,2014-01-17,Collaborative Biological Research and Education,NOTICE OF INTENT TO AWARD This Funding Announcement is not a request for applications. This announcement is to provide public notice of the National Park Service���s intention to fund the following project activities without full and open competition. ABSTRACT Funding Announcement P15AS00214 Project,The Research Object Suite of Ontologies: Sharing and Exchanging Research Data and Methods on the Open Web,"Research in life sciences is increasingly being conducted in a digital and online environment. In particular, life scientists have been pioneers in embracing new computational tools to conduct their investigations. To support the sharing of digital objects produced during such research investigations, we have witnessed in the last few years the emergence of specialized repositories, e.g., DataVerse and FigShare. Such repositories provide users with the means to share and publish datasets that were used or generated in research investigations. While these repositories have proven their usefulness, interpreting and reusing evidence for most research results is a challenging task. Additional contextual descriptions are needed to understand how those results were generated and/or the circumstances under which they were concluded. Because of this, scientists are calling for models that go beyond the publication of datasets to systematically capture the life cycle of scientific investigations and provide a single entry point to access the information about the hypothesis investigated, the datasets used, the experiments carried out, the results of the experiments, the people involved in the research, etc. In this paper we present the Research Object (RO) suite of ontologies, which provide a structured container to encapsulate research data and methods along with essential metadata descriptions. Research Objects are portable units that enable the sharing, preservation, interpretation and reuse of research investigation results. The ontologies we present have been designed in the light of requirements that we gathered from life scientists. They have been built upon existing popular vocabularies to facilitate interoperability. Furthermore, we have developed tools to support the creation and sharing of Research Objects, thereby promoting and facilitating their adoption.",
GS_076,tw36,tw36,cs,cs,cs,cs,mid_2013_2018,low,2013,213834,1006.0289,0.10003,947,1,,,2013-01-04,2010-06-02,2013 Broad Agency Announcement,"The U.S. Army Engineer Research and Development Center (ERDC) has issued a Broad Agency Announcement (BAA) for various research and development topic areas. The ERDC consists of the Coastal and Hydraulics Lab (CHL), the Geotechnical and Structures Lab (GSL), the Environmental Lab (EL) and the Inform",M\'{e}todos para la Selecci\'{o}n y el Ajuste de Caracter\'{i}sticas en el Problema de la Detecci\'{o}n de Spam,"The email is used daily by millions of people to communicate around the globe and it is a mission-critical application for many businesses. Over the last decade, unsolicited bulk email has become a major problem for email users. An overwhelming amount of spam is flowing into users' mailboxes daily. In 2004, an estimated 62% of all email was attributed to spam. Spam is not only frustrating for most email users, it strains the IT infrastructure of organizations and costs businesses billions of dollars in lost productivity. In recent years, spam has evolved from an annoyance into a serious security threat, and is now a prime medium for phishing of sensitive information, as well the spread of malicious software. This work presents a first approach to attack the spam problem. We propose an algorithm that will improve a classifier's results by adjusting its training set data. It improves the document's vocabulary representation by detecting good topic descriptors and discriminators.",
GS_077,tw36,tw36,cs,cs,cs,cs,recent_2019_2024,high,2020,323410,1910.04059,0.314273,85,1,,,2020-01-02,2019-10-09,Development and Integration of Novel Components for Open and Closed Loop Hormone Replacement Platforms for T1D Therapy (R01 Clinical Trial Optional),This Funding Opportunity Announcement (FOA) encourages applications from institutions/organizations proposing original research addressing barriers that limit progress toward effective open- and closed-loop glucose control systems. Proposed research should tackle important obstacles at the level of ,A Dual-Hormone Closed-Loop Delivery System for Type 1 Diabetes Using Deep Reinforcement Learning,"We propose a dual-hormone delivery strategy by exploiting deep reinforcement learning (RL) for people with Type 1 Diabetes (T1D). Specifically, double dilated recurrent neural networks (RNN) are used to learn the hormone delivery strategy, trained by a variant of Q-learning, whose inputs are raw data of glucose \& meal carbohydrate and outputs are dual-hormone (insulin and glucagon) delivery. Without prior knowledge of the glucose-insulin metabolism, we run the method on the UVA/Padova simulator. Hundreds days of self-play are performed to obtain a generalized model, then importance sampling is adopted to customize the model for personal use. \emph{In-silico} the proposed strategy achieves glucose time in target range (TIR) $93\%$ for adults and $83\%$ for adolescents given standard bolus, outperforming previous approaches significantly. The results indicate that deep RL is effective in building personalized hormone delivery strategy for people with T1D.",
GS_078,tw36,tw36,cs,cs,cs,cs,recent_2019_2024,high,2023,347324,2204.04785,0.175577,360,1,,,2023-04-05,2022-04-10,Thermal Transport Processes,"TheThermal Transport Processesprogram is part of the Transport Phenomena cluster, which alsoincludes1) theCombustion and Fire Systemsprogram; 2) theFluid Dynamicsprogram; and 3) theParticulate and Multiphase Processesprogram. TheThermal Transport Processesprogram supports engineering research projec",Model-free optimization of power/efficiency tradeoffs in quantum thermal machines using reinforcement learning,"A quantum thermal machine is an open quantum system that enables the conversion between heat and work at the micro or nano-scale. Optimally controlling such out-of-equilibrium systems is a crucial yet challenging task with applications to quantum technologies and devices. We introduce a general model-free framework based on Reinforcement Learning to identify out-of-equilibrium thermodynamic cycles that are Pareto optimal trade-offs between power and efficiency for quantum heat engines and refrigerators. The method does not require any knowledge of the quantum thermal machine, nor of the system model, nor of the quantum state. Instead, it only observes the heat fluxes, so it is both applicable to simulations and experimental devices. We test our method on a model of an experimentally realistic refrigerator based on a superconducting qubit, and on a heat engine based on a quantum harmonic oscillator. In both cases, we identify the Pareto-front representing optimal power-efficiency tradeoffs, and the corresponding cycles. Such solutions outperform previous proposals made in the literature, such as optimized Otto cycles, reducing quantum friction.",
GS_079,tw36,tw36,cs,cs,cs,cs,recent_2019_2024,mid,2023,351184,2308.02037,0.145519,120,1,,,2023-11-27,2023-07-30,BRAIN Initiative: Brain-Behavior Quantification and Synchronization Transformative and Integrative Models of Behavior at the Organismal Level (R34 Clinical Trial Optional),"This notice of funding opportunity (NOFO) seeks applications proposing a set of planning activities that will lay the groundwork for a scientific project aimed at integrating complementary theories and methods to 1) develop, validate, and apply cutting-edge tools and methods for minimally invasive, ",Proposing a conceptual framework: social media listening for public health behavior,"Existing communications and behavioral theories have been adopted to address health misinformation. Although various theories and models have been used to investigate the COVID-19 pandemic, there is no framework specially designed for social listening or misinformation studies using social media data and natural language processing techniques. This study aimed to propose a novel yet theory-based conceptual framework for misinformation research. We collected theories and models used in COVID-19 related studies published in peer-reviewed journals. The theories and models ranged from health behaviors, communications, to misinformation. They are analyzed and critiqued for their components, followed by proposing a conceptual framework with a demonstration. We reviewed Health Belief Model, Theory of Planned Behavior/Reasoned Action, Communication for Behavioral Impact, Transtheoretical Model, Uses and Gratifications Theory, Social Judgment Theory, Risk Information Seeking and Processing Model, Behavioral and Social Drivers, and Hype Loop. Accordingly, we proposed the Social Media Listening for Public Health Behavior Conceptual Framework by not only integrating important attributes of existing theories, but also adding new attributes. The proposed conceptual framework was demonstrated in the Freedom Convoy social media listening. The proposed conceptual framework can be used to better understand public discourse on social media, and it can be integrated with other data analyses to gather a more comprehensive picture. The framework will continue to be revised and adopted as health misinformation evolves.",
GS_080,tw36,tw36,cs,cs,cs,cs,recent_2019_2024,low,2019,319485,1703.04900,0.101154,881,1,,,2019-08-13,2017-03-15,Interpretation Intern for Sitka NHP,NATIONAL PARK SERVICE FINANCIAL ASSISTANCE: NOTICE OF INTENT TO AWARD This announcement is not a request for applications. This announcement is to provide public notice of the National Park Service’s intention to award financial assistance for the following project activities. Grants.gov Opportunity,Portable learning environments for hands-on computational instruction: Using container- and cloud-based technology to teach data science,"There is an increasing interest in learning outside of the traditional classroom setting. This is especially true for topics covering computational tools and data science, as both are challenging to incorporate in the standard curriculum. These atypical learning environments offer new opportunities for teaching, particularly when it comes to combining conceptual knowledge with hands-on experience/expertise with methods and skills. Advances in cloud computing and containerized environments provide an attractive opportunity to improve the efficiency and ease with which students can learn. This manuscript details recent advances towards using commonly-available cloud computing services and advanced cyberinfrastructure support for improving the learning experience in bootcamp-style events. We cover the benefits (and challenges) of using a server hosted remotely instead of relying on student laptops, discuss the technology that was used in order to make this possible, and give suggestions for how others could implement and improve upon this model for pedagogy and reproducibility.",
